specimen_id,axon_bias_x,axon_bias_y,axon_depth_pc_0,axon_depth_pc_1,axon_emd_with_basal_dendrite,axon_exit_distance,axon_exit_theta,axon_extent_x,axon_extent_y,axon_frac_above_basal_dendrite,axon_frac_below_basal_dendrite,axon_frac_intersect_basal_dendrite,axon_max_branch_order,axon_max_euclidean_distance,axon_max_path_distance,axon_mean_contraction,axon_num_branches,axon_soma_percentile_x,axon_soma_percentile_y,axon_total_length,basal_dendrite_bias_x,basal_dendrite_bias_y,basal_dendrite_calculate_number_of_stems,basal_dendrite_extent_x,basal_dendrite_extent_y,basal_dendrite_frac_above_axon,basal_dendrite_frac_below_axon,basal_dendrite_frac_intersect_axon,basal_dendrite_max_branch_order,basal_dendrite_max_euclidean_distance,basal_dendrite_max_path_distance,basal_dendrite_mean_contraction,basal_dendrite_mean_diameter,basal_dendrite_num_branches,basal_dendrite_soma_percentile_x,basal_dendrite_soma_percentile_y,basal_dendrite_stem_exit_down,basal_dendrite_stem_exit_side,basal_dendrite_stem_exit_up,basal_dendrite_total_length,basal_dendrite_total_surface_area,soma_aligned_dist_from_pia,soma_surface_area
606271263,56.22872989248452,-121.2103061622121,1603.0093528384068,-121.4221892650676,18.926049349581355,0.0,0.6246170133542251,400.4118094004192,262.2553175261422,0.0,0.2288767896753377,0.7711232103246622,25.0,240.6846227360817,902.0221232091972,0.8194136640160532,665.0,0.4889426631713383,0.7447065940713854,16935.227964908227,0.1618829328459696,107.3874873605935,7.0,292.8979665049092,227.9213594244781,0.3848268279274326,0.0,0.6151731720725674,5.0,221.48224685084813,261.57785404864563,0.8777370205959968,0.5797508521165475,35.0,0.4870808136338647,0.1423859263331501,0.4285714285714285,0.5714285714285714,0.0,2057.344684556989,3746.221348808403,179.30141262972597,334.48341751636667
694146546,20.979837762279885,-337.62296125250555,-1004.2037516277256,-659.4731421497002,48.15571961524632,8.953753130391712,0.8624144236833117,456.4507565320748,329.4824306809105,0.0,0.031715210355987,0.968284789644013,14.0,369.0094227941884,537.3808743109979,0.8804317016691116,117.0,0.3268608414239482,1.0,3856.927925804772,4.519987715724085,45.38310515181024,3.0,158.97060160570243,640.1652005614803,0.4795524691358024,0.0,0.5204475308641975,9.0,353.0402965262322,434.5470290069107,0.896216086452986,0.6016030092592592,69.0,0.1689814814814815,0.5262345679012346,0.3333333333333333,0.0,0.6666666666666666,3185.736311407383,5983.0167307564,345.9344892367901,240.61616017724623
740135032,5.169444355631811,297.6111166818944,-598.8056012106813,780.8953314147685,51.114485743094185,20.438908268544992,0.5210092861882935,424.4629900629744,587.2419117540196,0.557200825799103,0.0,0.442799174200897,24.0,465.7975422331148,712.7996048944084,0.8629205591762148,475.0,0.3885527158823948,0.1986189221897914,17053.86846302751,105.9123765215528,-5.017693772805842,4.0,259.0984945349686,360.15791867251323,0.0,0.0579088471849865,0.9420911528150134,9.0,196.6200075357029,228.6181419435221,0.8927636513643621,0.4823025201072386,44.0,0.3179624664879356,0.8273458445040215,0.0,1.0,0.0,2204.244429816128,3338.8595673807986,464.4714913781957,201.46425475133609
